agrp,rsex,ethnicgrpr,sexidr,rnssecgp_6,adj_imd_quintile,rwcasual,snnolov,snpres,snold,snsexdrv,snmedia,snearly,attconservative,dage1ch,disabil2,depscr,religimp,relstatr,total_wt
55-64,Male,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Sometimes wrong,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Disagree,-1.5601871679167942,28.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,2.2287960408922687
16-24,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,[least deprived],Sometimes wrong,Agree,Agree,Neither agree or disagree,Agree strongly,Agree,Agree,0.08483307881455271,,None,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.39507881354720364
16-24,Male,Not white,Heterosexual/straight,Never worked or long term unemployed,3.0,Sometimes wrong,Agree,Agree,Disagree,Neither agree or disagree,Agree,Agree strongly,-0.06971137385954124,,None,Yes,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.40696469731941576
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Always wrong,Agree,Agree strongly,Neither agree or disagree,Disagree,Agree strongly,Agree strongly,0.879719437122332,,None,No,Very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.4909079683711903
16-24,Male,White,Heterosexual/straight,Student in full-time education,3.0,Depends/Don't know,Agree strongly,Agree,Agree,Disagree strongly,Agree,Agree,-1.5334687139450265,,Non-limiting,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,1.5032618407439695
25-34,Male,White,Heterosexual/straight,Managerial and prof occupations,3.0,Rarely wrong,Agree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree strongly,-0.6038882387324849,,None,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.5168295056136377
16-24,Female,White,Heterosexual/straight,Student in full-time education,2.0,Mostly wrong,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,-0.08693967563386543,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.369477315668341
55-64,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,2.0,Sometimes wrong,Agree,Don't know,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,,20.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.46169489420197
16-24,Female,White,Heterosexual/straight,Student in full-time education,[least deprived],Mostly wrong,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,-1.2810915501376143,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.8560422205149043
16-24,Male,Not white,Heterosexual/straight,Student in full-time education,[most deprived],Sometimes wrong,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,-1.3108764759440694,,None,No,Very important,In a steady & ongoing relationship  but not living with a partner in last year,0.8084625543079789
45-54,Female,Not white,Heterosexual/straight,Managerial and prof occupations,[most deprived],Mostly wrong,Agree,Agree strongly,Agree,Agree strongly,Agree strongly,Agree strongly,1.4727882111040733,19.0,None,No,Very important,In a steady & ongoing relationship  but not living with a partner in last year,0.6517589526736365
25-34,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,4.0,Sometimes wrong,Disagree,Disagree,Agree,Agree,Agree,Agree strongly,0.5864415131087317,28.0,None,No,Very important,Married/In a civil partnership and living with spouse/partner,0.7831446106107989
65-74,Male,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Always wrong,Neither agree or disagree,Agree strongly,Agree,Agree,Agree,Agree strongly,1.3398457647479904,17.0,Non-limiting,No,Very important,Married/In a civil partnership and living with spouse/partner,1.4836646426271616
35-44,Female,White,Heterosexual/straight,Intermediate occupations,[least deprived],Always wrong,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree strongly,0.439475658978564,22.0,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.5874916542588332
65-74,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,2.0,Not wrong at all,Agree,Agree strongly,Neither agree or disagree,Agree,Agree strongly,Agree strongly,0.5735496373040563,20.0,None,No,Fairly important,Divorced/Separated and not in a steady & ongoing relationship in last year,0.7431412647444904
25-34,Female,White,Heterosexual/straight,Intermediate occupations,[least deprived],Mostly wrong,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Agree strongly,Agree strongly,0.6752811266663359,26.0,Non-limiting,No,Not important at all,Living with partner,0.5486022020613274
45-54,Male,White,Heterosexual/straight,Managerial and prof occupations,2.0,Sometimes wrong,Agree strongly,Agree strongly,Agree,Neither agree or disagree,Agree strongly,Agree,0.2647958605428271,28.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,2.0431157484695524
16-24,Female,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Not wrong at all,Agree strongly,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree strongly,-0.8113193994635737,19.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,0.4540107280205462
16-24,Female,White,Heterosexual/straight,Student in full-time education,[least deprived],Sometimes wrong,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,-0.6489765441563754,,None,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.5575169270357393
16-24,Female,White,Heterosexual/straight,Student in full-time education,3.0,Mostly wrong,Neither agree or disagree,Agree strongly,Neither agree or disagree,Neither agree or disagree,Agree,Agree,0.35480052764744885,,None,No,Very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.38396643528613533
55-64,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,3.0,Always wrong,Neither agree or disagree,Agree,Agree,Disagree,Agree,Agree,0.32715309711006246,26.0,Limiting,No,Very important,Married/In a civil partnership and living with spouse/partner,2.374962992066912
25-34,Male,White,Heterosexual/straight,Student in full-time education,3.0,Sometimes wrong,Agree,Agree,Disagree,Neither agree or disagree,Agree strongly,Disagree,-0.9731604673594462,,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,0.934174566890518
45-54,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Mostly wrong,Neither agree or disagree,Agree strongly,Disagree,Agree,Agree strongly,Agree strongly,1.118182503312652,30.0,Non-limiting,No,Very important,Married/In a civil partnership and living with spouse/partner,1.3575034595349673
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Always wrong,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Don't know,,34.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,2.4893086934869473
55-64,Female,White,Heterosexual/straight,Small employers and own account workers,2.0,Always wrong,Disagree,Agree,Agree,Agree,Agree strongly,Agree strongly,1.732120607266745,26.0,Limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.2958480877292655
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Sometimes wrong,Agree,Agree,Agree,Agree,Agree strongly,Agree strongly,0.8986198647737926,,None,No,Not very important,Living with partner,0.43248748097697265
45-54,Female,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Rarely wrong,Agree strongly,Agree strongly,Neither agree or disagree,Agree,Agree strongly,Agree,0.0709926027570554,24.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.8884260983418812
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Mostly wrong,Agree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree strongly,-0.24148412830795957,,None,Yes,Not important at all,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.3831059745305569
16-24,Male,White,Heterosexual/straight,Never worked or long term unemployed,[most deprived],Sometimes wrong,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,-0.2834005319221855,,Non-limiting,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.4265373725250452
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Sometimes wrong,Agree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree strongly,-0.43528738609373113,22.0,None,No,Not very important,Living with partner,0.8155438261360863
35-44,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Sometimes wrong,Neither agree or disagree,Agree strongly,Neither agree or disagree,Neither agree or disagree,Agree,Agree strongly,0.6092080435867269,21.0,None,No,Not very important,Divorced/Separated and not in a steady & ongoing relationship in last year,0.46839480931890165
25-34,Female,Not white,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Always wrong,Disagree strongly,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,0.18165067592686635,,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,0.8155438261360863
65-74,Male,White,Heterosexual/straight,Small employers and own account workers,2.0,Sometimes wrong,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,-1.4654209286181636,,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,1.6500490536187125
25-34,Female,White,Heterosexual/straight,Small employers and own account workers,2.0,Sometimes wrong,Agree,Agree strongly,Agree strongly,Agree strongly,Neither agree or disagree,Agree strongly,0.7823545445123273,17.0,None,Yes,Not very important,Living with partner,0.3907611127422833
25-34,Female,Not white,Heterosexual/straight,Small employers and own account workers,4.0,Sometimes wrong,Agree,Agree,Agree,Disagree,Neither agree or disagree,Agree,-0.6237741390093572,23.0,None,No,Very important,Married/In a civil partnership and living with spouse/partner,0.5004048307490793
55-64,Female,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Always wrong,Agree,Agree strongly,Agree,Agree,Agree,Agree,0.6686878775622361,19.0,None,Yes,Fairly important,Divorced/Separated and not in a steady & ongoing relationship in last year,0.703412044170609
16-24,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,4.0,Sometimes wrong,Agree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,-1.2561017181027763,,None,No,Fairly important,Living with partner,0.7094654273522952
25-34,Female,Not white,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Mostly wrong,Disagree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,-1.0142101968266088,24.0,Non-limiting,No,Very important,Married/In a civil partnership and living with spouse/partner,0.44171006198298385
65-74,Female,White,Heterosexual/straight,Lower supervisory and technical occupations,[least deprived],Always wrong,Neither agree or disagree,Agree,Agree,Agree,Agree strongly,Agree,1.0609627200809908,23.0,Limiting,Yes,Very important,Married/In a civil partnership and living with spouse/partner,1.3931198231353896
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Not wrong at all,Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,-0.8594938004093551,,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,0.6175935583131422
25-34,Female,White,Heterosexual/straight,Intermediate occupations,3.0,Sometimes wrong,Agree,Agree,Neither agree or disagree,Disagree,Agree,Agree strongly,-0.04450896871252302,21.0,Limiting,No,Not important at all,Living with partner,0.6175935583131422
55-64,Female,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Depends/Don't know,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,-0.9544194675553547,21.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.406824088341218
55-64,Female,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Mostly wrong,Neither agree or disagree,Agree strongly,Agree,Agree strongly,Agree strongly,Agree strongly,1.720937729711796,25.0,Non-limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.406824088341218
16-24,Female,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Sometimes wrong,Agree,Agree,Disagree,Neither agree or disagree,Agree,Agree,-0.4927197424375729,,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.3997524359263999
35-44,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,2.0,Always wrong,Neither agree or disagree,Agree strongly,Neither agree or disagree,Neither agree or disagree,Agree strongly,Agree strongly,1.3119857610984238,18.0,Non-limiting,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.3608478806504887
55-64,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Mostly wrong,Agree,Agree,Disagree strongly,Agree,Agree strongly,Agree,0.016254717288352122,,Limiting,No,Very important,Married/In a civil partnership and living with spouse/partner,2.5796463941967764
65-74,Female,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Always wrong,Agree,Agree,Agree,Agree,Agree,Agree,0.44723718923907796,26.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.613440153796313
55-64,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Always wrong,Agree,Agree strongly,Neither agree or disagree,Disagree,Agree strongly,Agree strongly,0.879719437122332,,None,No,Fairly important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.5537927193721682
65-74,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,2.0,Always wrong,Disagree strongly,Agree,Agree,Agree,Agree,Agree strongly,1.6146941136402777,26.0,None,No,Fairly important,Widowed and not in a steady & ongoing relationship in last year,0.5378133845987709
65-74,Male,White,Heterosexual/straight,Managerial and prof occupations,2.0,Always wrong,Agree,Disagree,Agree,Agree,Agree,Agree,0.004335812592761695,31.0,Non-limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.4494372748174276
16-24,Male,White,Heterosexual/straight,Managerial and prof occupations,2.0,Always wrong,Agree strongly,Agree,Agree strongly,Agree,Agree strongly,Agree,0.7739828933809326,,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,1.043986314555672
45-54,Female,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Always wrong,Disagree,Agree,Agree,Disagree,Agree strongly,Agree strongly,1.3638869965300064,26.0,Limiting,No,Fairly important,Living with partner,1.303517905347273
45-54,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[least deprived],Always wrong,Agree,Agree,Disagree,Agree,Neither agree or disagree,Agree,-0.3369772440258868,33.0,Limiting,Yes,Not important at all,Living with partner,1.1680653562274115
55-64,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Always wrong,Neither agree or disagree,Agree,Disagree,Disagree,Agree strongly,Agree strongly,0.6970990568915092,20.0,None,No,Very important,In a steady & ongoing relationship  but not living with a partner in last year,0.703412044170609
25-34,Male,White,Heterosexual/straight,Small employers and own account workers,3.0,Sometimes wrong,Disagree,Disagree,Agree strongly,Agree strongly,Neither agree or disagree,Neither agree or disagree,-0.23171522039776477,26.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,0.5895054515946466
45-54,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Rarely wrong,Disagree strongly,Neither agree or disagree,Agree,Agree strongly,Agree strongly,Agree strongly,1.4371336850034182,17.0,None,Yes,Fairly important,Married/In a civil partnership and living with spouse/partner,1.332738866400025
16-24,Female,White,Heterosexual/straight,Intermediate occupations,4.0,Rarely wrong,Neither agree or disagree,Agree strongly,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,-0.6147287567234772,21.0,None,No,Fairly important,Living with partner,0.34783834388591806
16-24,Male,White,Heterosexual/straight,Student in full-time education,4.0,Sometimes wrong,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree strongly,Agree,Agree strongly,-0.4112461543117149,,None,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.49279622899232794
55-64,Female,White,Heterosexual/straight,Small employers and own account workers,2.0,Always wrong,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,0.6953867078468007,24.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.943772131593898
55-64,Female,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Always wrong,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree strongly,Agree,0.8768459147126215,21.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.2958480877292655
16-24,Female,Not white,Heterosexual/straight,Student in full-time education,4.0,Sometimes wrong,Agree,Agree,Disagree,Disagree,Disagree,Agree,-1.4079885722743217,,Limiting,No,Not important at all,Living with partner,0.4405746267475924
25-34,Female,Not white,Heterosexual/straight,Never worked or long term unemployed,[most deprived],Sometimes wrong,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,0.14886579205390632,,Limiting,,Very important,Married/In a civil partnership and living with spouse/partner,0.3469794810407599
16-24,Male,Not white,Heterosexual/straight,Intermediate occupations,[most deprived],Mostly wrong,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Agree strongly,Agree strongly,0.6752811266663359,,None,No,Fairly important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.43351733144190774
25-34,Female,Not white,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Depends/Don't know,Disagree,Disagree,Don't know,Agree,Disagree,Neither agree or disagree,,,None,,Fairly important,,0.3469794810407599
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Mostly wrong,Neither agree or disagree,Agree strongly,Agree,Disagree,Neither agree or disagree,Agree,0.01442692056027714,29.0,Non-limiting,Yes,Not very important,Married/In a civil partnership and living with spouse/partner,0.5371195444715162
16-24,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Sometimes wrong,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,-1.438722098333599,,None,No,Not important at all,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.3989800946358773
16-24,Female,White,Heterosexual/straight,Intermediate occupations,3.0,Sometimes wrong,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,-0.22884169798805432,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.9632059643502565
35-44,Female,Not white,Heterosexual/straight,Small employers and own account workers,[least deprived],Always wrong,Disagree,Agree,Neither agree or disagree,Agree,Agree,Agree strongly,1.1572253845171676,27.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.014467896719529
25-34,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,[least deprived],Sometimes wrong,Agree,Agree,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,0.5555886591840726,,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.6867202021818507
25-34,Female,White,Heterosexual/straight,Intermediate occupations,4.0,Sometimes wrong,Agree,Agree,Disagree,Agree,Neither agree or disagree,Agree strongly,-0.2511705807253621,,None,No,Fairly important,In a steady & ongoing relationship  but not living with a partner in last year,0.3469794810407599
16-24,Female,White,Heterosexual/straight,Student in full-time education,3.0,Sometimes wrong,Agree,Agree,Agree,Agree,Agree,Agree,0.110035483961571,,None,Yes,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.49083140353657745
45-54,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,2.0,Always wrong,Disagree strongly,Agree,Neither agree or disagree,Don't know,Agree strongly,Agree strongly,,,Limiting,Yes,Very important,Widowed and not in a steady & ongoing relationship in last year,0.6787517297674837
35-44,Female,White,Heterosexual/straight,Never worked or long term unemployed,2.0,Always wrong,Agree,Agree,Agree,Agree strongly,Disagree,Agree strongly,0.32321033871709876,19.0,None,No,Fairly important,In a steady & ongoing relationship  but not living with a partner in last year,0.4909079683711903
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Rarely wrong,Neither agree or disagree,Agree,Disagree,Disagree strongly,Disagree,Agree,-1.5125567116737217,,None,No,Fairly important,Living with partner,0.5486022020613274
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[least deprived],Not wrong at all,Neither agree or disagree,Agree,Don't know,Disagree,Agree,Agree strongly,,,None,No,Fairly important,Living with partner,0.5486022020613274
45-54,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Sometimes wrong,Neither agree or disagree,Agree,Disagree,Agree,Agree,Agree,-0.060453418461481084,26.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,2.7150069190699346
16-24,Female,White,Heterosexual/straight,Student in full-time education,2.0,Sometimes wrong,Agree,Agree,Neither agree or disagree,Agree strongly,Neither agree or disagree,Agree strongly,0.1422654351583944,,Limiting,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.7373028840052659
25-34,Male,Not white,Heterosexual/straight,Intermediate occupations,3.0,Always wrong,Disagree strongly,Neither agree or disagree,Don't know,Agree,Agree,Agree strongly,,33.0,None,No,Very important,Married/In a civil partnership and living with spouse/partner,1.0763915244927007
25-34,Female,Not white,Heterosexual/straight,Managerial and prof occupations,3.0,Mostly wrong,Disagree,Agree,Neither agree or disagree,Agree,Agree strongly,Agree strongly,1.354200544112604,,None,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.3173770388115436
25-34,Female,White,Heterosexual/straight,Intermediate occupations,2.0,Sometimes wrong,Disagree strongly,Agree strongly,Neither agree or disagree,Neither agree or disagree,Agree strongly,Agree strongly,1.4710830930363623,,Limiting,,Very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.4781585379103727
16-24,Female,Not white,Heterosexual/straight,Intermediate occupations,3.0,Always wrong,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree strongly,0.17526624293851675,22.0,None,No,Very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.37616970226224106
16-24,Male,White,Heterosexual/straight,Student in full-time education,[least deprived],Sometimes wrong,Disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Agree strongly,-0.5660065308929714,,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.5313004208152635
16-24,Female,Not white,Not heterosexual/straight,Intermediate occupations,4.0,Sometimes wrong,Agree,Agree strongly,Disagree,Disagree,Agree,Agree strongly,-0.03237749090475234,16.0,Limiting,Yes,Not important at all,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.5381606586067238
35-44,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,[most deprived],Rarely wrong,Neither agree or disagree,Agree strongly,Agree,Agree strongly,Agree strongly,Agree strongly,1.3837360244342891,29.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.7954001952026089
16-24,Male,Not white,Heterosexual/straight,Student in full-time education,4.0,Always wrong,Disagree,Agree,Agree,Disagree,Agree strongly,Agree strongly,1.3638869965300064,,None,No,Very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",1.51447287825824
45-54,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,[most deprived],Sometimes wrong,Neither agree or disagree,Agree strongly,Agree,Agree,Agree strongly,Agree strongly,1.3682200717046733,23.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.7520980343411172
25-34,Male,White,Heterosexual/straight,Managerial and prof occupations,4.0,Not wrong at all,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,-1.812096513200893,30.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,1.119114394684016
25-34,Male,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Not wrong at all,Agree strongly,Disagree strongly,Disagree,Disagree,Disagree,Neither agree or disagree,-3.080700229707058,20.0,Non-limiting,No,Fairly important,In a steady & ongoing relationship  but not living with a partner in last year,0.559557197342008
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Mostly wrong,Neither agree or disagree,Neither agree or disagree,Disagree strongly,Neither agree or disagree,Agree strongly,Don't know,,33.0,Limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.0725936685235467
16-24,Male,White,Heterosexual/straight,Never worked or long term unemployed,4.0,Not wrong at all,Agree strongly,Agree strongly,Agree,Agree strongly,Disagree,Disagree strongly,-2.069925376434606,,None,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.945164939536045
55-64,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,[most deprived],Always wrong,Agree,Agree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,1.629257585935056,,Limiting,No,Fairly important,Widowed and not in a steady & ongoing relationship in last year,0.6828188058342917
16-24,Male,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Depends/Don't know,Disagree,Agree,Agree,Agree strongly,Neither agree or disagree,Agree,-0.4181289488825719,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.9605739503553724
55-64,Female,White,Heterosexual/straight,Managerial and prof occupations,[most deprived],Always wrong,Don't know,Agree strongly,Agree,Agree strongly,Agree strongly,Agree strongly,,25.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.3656376116685833
25-34,Female,White,Heterosexual/straight,Intermediate occupations,2.0,Sometimes wrong,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,0.35818500256929364,,Non-limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,0.6939589620815197
35-44,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,3.0,Not wrong at all,Agree,Agree strongly,Disagree strongly,Neither agree or disagree,Agree strongly,Agree strongly,-0.029205589095087692,26.0,None,No,Not important at all,Living with partner,1.629149119174874
45-54,Male,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Rarely wrong,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Agree,-1.588720902720846,,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,1.0215578742347762
25-34,Male,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Sometimes wrong,Agree strongly,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,-0.5315500505299083,30.0,None,No,Not important at all,Living with partner,1.0488438441994583
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Not wrong at all,Neither agree or disagree,Agree strongly,Disagree strongly,Agree,Neither agree or disagree,Agree strongly,-0.3280912895873757,34.0,None,No,Not important at all,Divorced/Separated and not in a steady & ongoing relationship in last year,0.6042547365738744
25-34,Male,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Always wrong,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,0.05380117335532145,,None,No,Very important,Married/In a civil partnership and living with spouse/partner,0.8483469698153187
35-44,Female,White,Heterosexual/straight,Intermediate occupations,3.0,Always wrong,Disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,2.3470073114736594,17.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,2.598912474364353
55-64,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Always wrong,Disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,2.3470073114736594,28.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,1.2402507989963
35-44,Female,White,Heterosexual/straight,Small employers and own account workers,[least deprived],Mostly wrong,Disagree,Agree,Agree,Agree,Neither agree or disagree,Agree strongly,0.8323677301596115,24.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,0.9818159367423805
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Sometimes wrong,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Agree,-1.042412560040132,,None,No,Fairly important,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.2743011010306637
65-74,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,2.0,Always wrong,Disagree,Disagree,Neither agree or disagree,Agree,Agree strongly,Agree strongly,1.0799000201050413,27.0,Limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.7291134501277454
